position_group,latitude,longitude,hospital_count,hospitals,states,districts
"28.457, 77.02",28.4570115,77.0202295,1,Tirath Ram Hospitals Pvt Ltd,Haryana,Gurgaon
"28.457, 77.036",28.4573024,77.0361078,1,Nursing Home,Haryana,Gurgaon
"28.458, 77.029",28.4576161,77.0287188,1,"CGHS Dispensary, Gurgaon",Haryana,Gurgaon
"28.458, 77.036",28.458306,77.035796,1,Ob-Gyn Center,Haryana,Gurgaon
"28.459, 77.052",28.4587807,77.0524887,1,Shivam Hospital,Haryana,Gurgaon
"28.463, 77.077",28.4634412,77.0767557,1,Dr. S.K. Berera Clinic,Haryana,Gurgaon
"28.464, 76.871",28.4642254,76.8712119,1,Kalawati Hospital and Maternity Center,Haryana,Gurgaon
"28.464, 77.03",28.4636592,77.0302472,1,Ahooja Eye and Dental Institute,Haryana,Gurgaon
"28.465, 77.101",28.4650453,77.1007117,1,Marwah Clinic,Haryana,Gurgaon
"28.466, 77.014",28.466283,77.013852,1,Taneja Hospital,Haryana,Gurgaon
"28.466, 77.1",28.4663599,77.1003219,1,Malik Hospital,Haryana,Gurgaon
"28.466, 77.311",28.4663817,77.3113193,1,Kumar Diagnostic Centre,Haryana,Faridabad
"28.467, 76.886",28.4671712,76.8862435,1,Chc Farukhnagar,Haryana,Gurgaon
"28.467, 77.019",28.4665261,77.0190628,1,"Aswini Clinic, Maternity and Nursing Home",Andhra Pradesh,Visakhapatnam
"28.467, 77.027",28.4669288,77.0271478,1,Lall Nursing and Maternity Home,Haryana,Gurgaon
"28.467, 77.098",28.4668715,77.0977331,1,The Dental Lounge,Haryana,Gurgaon
"28.468, 77.007",28.467897,77.006888,1,Kamal Hospital,Haryana,Karnal
"28.468, 77.096",28.468064,77.095963,1,Sree Sankara Ayurveda Vaidyasala,Haryana,Gurgaon
"28.469, 77.018",28.4686572,77.0183558,1,Dr.Rupam Sinha Clinic,Bihar,Patna
"28.469, 77.034",28.4693018,77.0341722,1,Lotus Hospital Gurgoan,Haryana,Gurgaon
"28.469, 77.141",28.4689118,77.1411003,1,Neha Prakash Hospital,Karnataka,Bengaluru Urban
"28.47, 77.314",28.4704663,77.314466,1,Chadha Orthopaedic and Dental Research Inst.,Haryana,Rohtak
"28.471, 77.018",28.4709658,77.0176977,1,Vatsalya Medical Centre,Haryana,Gurgaon
"28.471, 77.102",28.4705178,77.1023597,1,Sikka Maternity And Surgical Center,Haryana,Gurgaon
"28.471, 77.316",28.4710655,77.3156672,1,Chouhan Medical Centre,Haryana,Faridabad
"28.472, 77.016",28.4721846,77.0156836,1,Sh. Moolchand Kidney Hospital and Urological Institute,Haryana,Karnal
"28.472, 77.017",28.4717634,77.0170436,1,Saini Eye Care Centre,Haryana,Kurukshetra
"28.472, 77.073",28.4715182,77.0733208,1,Umkal Hospital And M. P. Heart Research Institute,Haryana,Gurgaon
"28.473, 77.034",28.473376,77.0335963,1,Shalu Paediatric and Trauma Hospital,Haryana,Gurgaon
"28.473, 77.049",28.4732109,77.0488485,1,Bansal Nursing Home,Haryana,Sonipat
"28.474, 77.322",28.4741925,77.322467,1,Life Line Medical and Surgical Centre,Haryana,Faridabad
"28.475, 77.007",28.4748343,77.0068111,1,Prateed Nursing Home And Polyclinic,Haryana,Gurgaon
"28.475, 77.009",28.4752536,77.0090802,1,Thakur Hospital,Haryana,Karnal
"28.476, 77.038",28.4757428,77.0380271,1,Shiva Hospital,Haryana,Gurgaon
"28.478, 77.082",28.4775758,77.0820378,1,Sidhesh Hospital,Haryana,Gurgaon
"28.479, 77.06",28.4785131,77.0600442,1,Shri Ram Dental Care and Orthodontic Center,Haryana,Gurgaon
"28.48, 77.081",28.479881,77.080826,1,Privat Hospital,Haryana,Gurgaon
"28.483, 77.079",28.4826659,77.0785701,1,Privat Hospital / Privat Hospital Dr Sachdev Pvt Ltd (A),Haryana,Gurgaon
"28.483, 77.086",28.4825979,77.0861074,1,Uma Sanjeevani Health Centre Pvt Ltd / Uma Sanjeewani Hospital,Haryana,Gurgaon
"28.484, 77.309",28.4844063,77.3092072,1,Saraswati Medicare (Pvt)L.T.D,Haryana,Faridabad
"28.485, 77.019",28.4853382,77.0186621,1,Satyam Hospital,Haryana,Gurgaon
"28.492, 77.095",28.4916812,77.094897,1,Kailash Nursing Home,Haryana,Gurgaon
"28.493, 77.006",28.492663,77.0060658,1,Bhardwaj Hospital,Haryana,Gurgaon
"28.493, 77.087",28.4930297,77.0866765,1,Surgi Center Clinic,Haryana,Gurgaon
"28.493, 77.292",28.4930173,77.29204,1,Sidhaashray Clinic,Haryana,Faridabad
"28.493, 77.327",28.4926396,77.3271433,1,Samvedna Hospital,Haryana,Faridabad
"28.5, 77.041",28.5003715,77.0414187,1,"Metro Hospital and Heart Institute, Gurgaon",Haryana,Gurgaon
"28.508, 77.231",28.5077961,77.2311749,1,Mangala Medical Centre,Kerala,Thiruvananthapuram
"28.509, 77.031",28.5093045,77.0306288,1,Shree Tirupati Balaji Hospital,Haryana,Gurgaon
"28.512, 77.032",28.5120259,77.03193,1,Park Hospital,Haryana,Gurgaon
"28.514, 77.081",28.5138999,77.0812691,1,Alps Hospital Limited,Haryana,Gurgaon
"28.563, 76.311",28.5631583,76.3105345,1,Saraswati Hospital and Nursing Home,Haryana,Bhiwani
"28.572, 77.268",28.5721429,77.2684151,1,Sun Flag Super Speciality Hospital and Trauma Centre,Haryana,Rohtak
"28.575, 77.16",28.5745813,77.1603832,1,Neetu Nursing Home,Haryana,Mahendragarh
"28.577, 77.263",28.5773041,77.2626059,1,Masih Hospital,Haryana,Yamunanagar
"28.588, 77.403",28.5878501,77.4027753,1,Valencia Emergency and Critical Care,Haryana,Faridabad
"28.592, 77.229",28.592126,77.228974,1,Brain and Spine Hospital,Haryana,Karnal
"28.593, 76.247",28.5929576,76.2474176,1,Sehrawat Hospital,Haryana,Bhiwani
"28.595, 76.285",28.5945736,76.2853128,1,Sukhram Hospital,Haryana,Mahendragarh
"28.596, 77.073",28.5962004,77.0731176,1,Tulasigirish Diabetes Hospital,Karnataka,Bagalkot
"28.601, 77.104",28.6007027,77.1043255,1,Dr. R.N Yadav Eye Care Centre,Haryana,Gurgaon
"28.601, 77.345",28.600817,77.34522,1,Anand Hospital,Haryana,Gurgaon
"28.604, 76.93",28.6036627,76.9303751,1,Aastha Hospital U/O S K Aastha Hospital Pvt Ltd,Haryana,Jhajjar
"28.604, 77.348",28.6042922,77.3479096,1,Arunodaya Deseret Eye Hospital,Haryana,Gurgaon
"28.61, 77.114",28.6101555,77.1144458,1,Criticare Hospital For Children,Maharashtra,Nashik
"28.61, 77.346",28.6100931,77.3456487,1,Shashi Nursing Home,Madhya Pradesh,Indore
"28.62, 77.294",28.6204723,77.2939549,1,Kavita Medical Center,Haryana,Faridabad
"28.626, 77.239",28.6264203,77.2386743,1,Dr. R. D. Ghodasara Hospital,Gujarat,Amreli
"28.627, 77.11",28.6270562,77.1100426,1,Lotus Hospital,Maharashtra,Solapur
"28.628, 77.297",28.6280553,77.2967595,1,Santosh Hospital,Haryana,Yamunanagar
"28.629, 77.099",28.6292425,77.0993301,1,"Smgs Hospital Medical College, Jammu.",Jammu and Kashmir,Jammu
"28.629, 77.1",28.6293579,77.0998342,1,Gadhiya Orthopaedic Hospital,Gujarat,Bhavnagar
"28.635, 77.225",28.6353011,77.2248008,1,Paras Hospital,Haryana,Gurgaon
"28.645, 77.102",28.6448172,77.1020682,1,Oxford Heart and Multispeciality Hospital,Chandigarh,Chandigarh
"28.645, 77.345",28.6452089,77.3447853,1,Jawa Children Hospital,Haryana,Hisar
"28.648, 77.371",28.6481837,77.3709431,1,Lakshmi Hospital,Andhra Pradesh,Chittoor
"28.649, 70.662",28.6494743,70.6619263,1,Raiyan Nursing Home,Bihar,Siwan
"28.649, 77.163",28.6488324,77.162813,1,Popular Nursing Home,Jharkhand,Jamtara
"28.65, 77.338",28.6496575,77.3379937,1,Jain Sant Phool Chand Ji Charitable Hospital,Haryana,Gurgaon
"28.651, 77.12",28.6513402,77.1196321,1,Surya Hospital,Bihar,Saharsa
"28.653, 77.453",28.6526354,77.4528794,1,Nirmal Eye Hospital,Haryana,Jind
"28.654, 77.283",28.653614,77.2828538,1,Kothari Maternity and Surgical Pvt .Ltd,Gujarat,Ahmedabad
"28.657, 77.278",28.656668,77.277813,1,Sri Venkataramana Hospital,Andhra Pradesh,Visakhapatnam
"28.658, 77.182",28.6583694,77.1824971,1,Shankar Nurshing Home,Jharkhand,Hazaribag
"28.658, 77.235",28.6580088,77.2347848,1,Madan Memorial Children Hospital,Haryana,Yamunanagar
"28.661, 77.148",28.66065,77.1478159,1,Eye Hospital,Gujarat,Surendranagar
"28.664, 77.224",28.6635912,77.2243528,1,Venu Eye Institute and Research Centre,Haryana,Faridabad
"28.669, 77.371",28.6689473,77.3714524,1,Sachdeva Nursing Home-Faridabad / Sachdeva's Brain and Multispeciality Hospital,Haryana,Faridabad
"28.673, 77.142",28.6734394,77.1417744,1,Panwar Maternity and Children Hospital,Haryana,Bhiwani
"28.674, 77.316",28.673523,77.3163754,1,"Centre For Sight, Gurgaon, New Railway Road",Haryana,Gurgaon
"28.676, 76.895",28.6758469,76.8951327,1,General Hospital,Haryana,Jhajjar
"28.677, 77.158",28.6767282,77.1581747,1,Prakash Hospital,Haryana,Bhiwani
"28.678, 77.16",28.6775351,77.1598792,1,Shaili Nursing Home and U S Center,Haryana,Jhajjar
"28.678, 77.31",28.6779455,77.3103012,1,Vennela Super Speciality Eye and Dental Hospital,Andhra Pradesh,Chittoor
"28.679, 77.162",28.6790999,77.1616807,1,Jindal Surgical Hospital,Haryana,Hisar
"28.683, 77.22",28.68333,77.2195882,1,Sa- Sanjivini Childrens Hospital,Chhattisgarh,Kabirdham
"28.684, 77.011",28.6838182,77.0109533,1,Rawal Multi Speciality Hospital,Haryana,Sonipat
"28.688, 76.891",28.6877686,76.8908318,1,Pdm General Hospital / Pd Memorial General Hospital,Haryana,Jhajjar
"28.69, 76.947",28.6896735,76.9467108,1,Jeevan Jyoti Hospital,Haryana,Jhajjar
"28.693, 76.924",28.6931639,76.9241418,1,Vandana Hospital and Research Center,Haryana,Jhajjar
"28.693, 76.932",28.6931574,76.9323604,1,Mamta Eye Clinic,Haryana,Jhajjar
"28.694, 77.335",28.693808,77.3349982,1,Sri Ratnam Hospital,Andhra Pradesh,SPSR Nellore
"28.696, 77.076",28.6960904,77.0764585,1,Dr (Mrs) Shubha S Rao,Maharashtra,Mumbai
"28.697, 77.16",28.6971398,77.1596946,1,Bajaj Eye Centre,Haryana,Panipat
"28.701, 76.581",28.7013322,76.5806097,1,Lifeline Medical Centre,Haryana,Jhajjar
"28.701, 77.189",28.7014122,77.188595,1,Ganga Devi Pandey Eye Hospital,Haryana,Mahendragarh
"28.702, 77.187",28.7020499,77.1871526,1,Memorial Health Centre / Pd Memorial General Hospital,Haryana,Jhajjar
"28.705, 77.199",28.7051817,77.1988034,1,Apurva Hospital,Haryana,Faridabad
"28.706, 77.176",28.7055148,77.176282,1,Sneh Hospital,Haryana,Gurgaon
"28.707, 77.191",28.7065412,77.1905524,1,Dr Sudhir Sabharwal Orthopaedic Center,Haryana,Panipat
"28.717, 77.061",28.7170069,77.0612944,1,Rustagi Clinic,Haryana,Faridabad
"28.719, 76.303",28.719497,76.3034857,1,"Eye-Q Super Speciality Eye Hospitals, Bhiwani",Haryana,Bhiwani
"28.722, 77.175",28.7222501,77.1753112,1,Krishna Eye Hospital,Gujarat,Mahesana
"28.727, 77.782",28.7265213,77.7815602,1,Dr. Indu - Madhu Medical Centre,Gujarat,Jamnagar
"28.765, 70.816",28.7648436,70.8155155,1,Sunder Medical Centre,Haryana,Faridabad
"28.778, 76.771",28.7775769,76.7711626,1,Tomar Medical Centre,Haryana,Jhajjar
"28.798, 76.143",28.7977027,76.1432291,1,Sarin Hospital,Haryana,Bhiwani
"28.798, 76.144",28.7976795,76.1438632,1,Kishanlal Jalan Government Eye Hospital,Haryana,Bhiwani
"28.799, 76.139",28.7993056,76.1387945,1,Kumar Nursing Home and Dental Hospital,Haryana,Bhiwani
"28.801, 76.135",28.8007086,76.1351053,1,Agarwal Childrenn Hospital,Haryana,Bhiwani
"28.801, 76.144",28.8014469,76.1437081,1,Giriraj Medicare Centre,Haryana,Bhiwani
"28.807, 76.144",28.8071037,76.1439213,1,Punia Maternity and Orthopaedic Hospital,Haryana,Bhiwani
"28.82, 76.125",28.8198244,76.1246262,1,Arora Nursing Home,Haryana,Bhiwani
"28.825, 76.391",28.8254971,76.3907624,1,Harsh Hospital,Haryana,Mahendragarh
"28.874, 76.912",28.8744896,76.9124465,1,Dr. Satbir Dahiya Surgical Hospital,Haryana,Sonipat
"28.881, 76.91",28.8806715,76.9102544,1,Sethi Amar Hospital Heart and Maternity Centre,Haryana,Sonipat
"28.882, 76.607",28.8816565,76.6072757,1,S.K.Mudgil Hospital / S.K.M. Hospital,Haryana,Rohtak
"28.892, 76.603",28.8919484,76.6033386,1,Mansarovar Hospital,Haryana,Rohtak
"28.892, 76.636",28.8916618,76.635549,1,Mittal Chest Allegery and General Hospital,Haryana,Panipat
"28.893, 76.606",28.8932993,76.6058888,1,Dr. Ravi Mohan Clinic and Nursing Home,Haryana,Rohtak
"28.895, 76.592",28.8954105,76.5920877,1,Rohtak Maternity Centre,Haryana,Rohtak
"28.896, 76.602",28.8958259,76.6022492,1,"Eye-Q Super Speciality Eye Hospitals, Rohtak",Haryana,Rohtak
"28.898, 76.604",28.8975169,76.6044498,1,Aastha Hospital,Haryana,Rohtak
"28.901, 76.626",28.9007325,76.6256712,1,Bharat Nursing Home,Haryana,Rohtak
"28.964, 80.185",28.963888,80.1850654,1,Bhardwaj Dnsd Medical Center,Himachal Pradesh,Solan
"28.966, 76.296",28.9658949,76.2963954,1,Jiwan Clinic and Nursing Home,Haryana,Rohtak
"28.984, 77.023",28.9840222,77.0233415,1,Mittal Nursing Home,Haryana,Sonipat
"28.986, 77.026",28.9864203,77.0264713,1,Dahiya Hospital,Haryana,Sonipat
"28.989, 77.012",28.9886152,77.0118246,1,Shiva Hospital / Shiva Krupa Eye Hospital and General Nursing Home,Haryana,Sonipat
"28.992, 77.023",28.9918148,77.0226217,1,Dr. J.P. Singh,Haryana,Sonipat
"28.998, 77.014",28.9982846,77.0140225,1,Handa Hospital and Heart Care Centre,Haryana,Sonipat
"28.998, 77.026",28.9984401,77.0258391,1,Patil Nursing Home,Haryana,Sonipat
"29.009, 77.707",29.0088973,77.7065754,1,Asha Hospital (Asha Institute Of Medical Sciences and Research Centre),Maharashtra,Nagpur
"29.108, 76.197",29.1080247,76.1973846,1,Dr Bejnathsharma Hospital,Haryana,Bhiwani
"29.124, 75.702",29.1239665,75.7017487,1,Kalani Hospital,Haryana,Hisar
"29.131, 75.753",29.1308664,75.7525695,1,Central Medical Centre / Cmc Hospital,Haryana,Hisar
"29.131, 77.017",29.1314364,77.0166022,1,Civil Hospital,Haryana,Sonipat
"29.132, 75.748",29.1321415,75.7475416,1,Sisir Seva Sadn,Jharkhand,Ranchi
"29.134, 75.747",29.133643,75.747238,1,Shanti Ano-Rectal Hospital and Kshar Sutra Centre,Haryana,Hisar
"29.135, 75.747",29.1345683,75.7473837,1,Shanti Ano-Rectal Hospital,Haryana,Hisar
"29.138, 77.027",29.1383854,77.0272501,1,Sita Hospital,Haryana,Gurgaon
"29.139, 75.737",29.1387042,75.7366361,1,Sri Sai Medicare Center,Haryana,Hisar
"29.149, 75.725",29.148828,75.7251557,1,Gulati Nursing Home,Haryana,Hisar
"29.161, 75.758",29.1610183,75.757729,1,Rjsior Hospital,Jharkhand,Ranchi
"29.164, 76.79",29.1637934,76.7899135,1,Bps Government Medical College For Women Khanpur,Haryana,Sonipat
"29.167, 75.728",29.1666511,75.727776,1,Arora Orthopaedic Hospital,Haryana,Hisar
"29.175, 75.705",29.1747592,75.7051647,1,Ginni Orthopaedic Centre,Haryana,Hisar
"29.221, 76.141",29.2212667,76.1406925,1,Shanti Hospital,Haryana,Hisar
"29.242, 76.509",29.2421276,76.5091643,1,Gaj Raj Hospital,Haryana,Sonipat
"29.276, 78.828",29.2760559,78.8281049,1,"District Hospital Jaspur Nagar ,Jaspur",Chhattisgarh,Jashpur
"29.282, 75.472",29.2822533,75.4715692,1,Bajaj Orthopaedic Hospital,Haryana,Hisar
"29.296, 76.334",29.2959438,76.3343067,1,Balaji Hospital,Haryana,Jind
"29.302, 76.315",29.3020317,76.3149783,1,Chauhan Hospital,Haryana,Sonipat
"29.314, 76.316",29.3141324,76.3164634,1,Shanti Bindlish Charitable Hospital,Haryana,Jind
"29.315, 76.319",29.3153515,76.3188616,1,Jind Nursing Home,Haryana,Jind
"29.322, 76.342",29.3224574,76.3416407,1,Ch. Hoshiar Singh Dalamwala Dharmarth Trust Hospital,Haryana,Jind
"29.362, 76.993",29.3622905,76.9931074,1,Batra Hospital,Haryana,Panipat
"29.374, 76.977",29.3735591,76.9772675,1,Dr. G.C. Gupta Hospital,Haryana,Panipat
"29.376, 76.945",29.3759124,76.9451241,1,Dr.Chaudary Hospital,Haryana,Panipat
"29.378, 76.969",29.3776606,76.9693889,1,Sombeer Hospital / Sombir Hospital / Somdir Hospital,Haryana,Panipat
"29.387, 76.956",29.3869559,76.9564629,1,Geetanjali Hospital,Haryana,Hisar
"29.387, 76.999",29.3872866,76.9993642,1,Shri Hyderabadi Biradari Shiksha and Medical Sanstha,Haryana,Panipat
"29.388, 76.978",29.388306,76.9780583,1,Dr Bharat General and Dental Hospital,Haryana,Panipat
"29.389, 76.959",29.3890606,76.9589891,1,Sharda Hospital,Haryana,Hisar
"29.39, 76.973",29.3897296,76.97317,1,Hyderabadi General Hospital and Nursing Home,Haryana,Panipat
"29.391, 76.96",29.3905173,76.9604353,1,Khanna Diagnostic Centre and Path Lab,Haryana,Gurgaon
"29.394, 76.947",29.3942309,76.9467794,1,Madaan Hospital,Haryana,Panipat
"29.394, 76.948",29.3936623,76.947512,1,A S Dahiya Hospital / A.S Dhaiya Hospital,Haryana,Panipat
"29.396, 76.958",29.3955427,76.9580198,1,Chhabra Hospital,Haryana,Panipat
"29.398, 76.966",29.3980821,76.9657463,1,Pritam Nursing Home,Haryana,Panipat
"29.4, 76.661",29.4004122,76.6608749,1,Sehrawat Hospital,Haryana,Jind
"29.406, 76.661",29.4060653,76.6614853,1,Civil Hospital,Haryana,Jind
"29.432, 77.12",29.4317756,77.1197521,1,Kundla Memorial Hopital,Chhattisgarh,Surguja
"29.467, 77.704",29.4671562,77.7039176,1,Neeraj Hospital,Haryana,Sirsa
"29.492, 76.963",29.491854,76.9628658,1,Mata Kalawati Cheritable Hospital,Haryana,Karnal
"29.514, 75.45",29.5143382,75.4503181,1,"Eye-Q Super Speciality Eye Hospitals, Fatehabad",Haryana,Fatehabad
"29.516, 74.588",29.5160925,74.5877445,1,Care Emergency Hospital,Andhra Pradesh,East Godavari
"29.532, 75.037",29.5324367,75.0373067,1,Talwar Nursing Home,Haryana,Sirsa
"29.532, 75.054",29.5322255,75.0538136,1,Girdhar Hospital,Haryana,Sonipat
"29.536, 75.016",29.5363692,75.015843,1,General Hospital,Haryana,Sirsa
"29.539, 76.969",29.5394553,76.9693845,1,Alka Hospital,Haryana,Karnal
"29.542, 75.028",29.5423403,75.0276364,1,Baba Bihari Netralaya - Rsby,Haryana,Sirsa
"29.56, 73.966",29.5598082,73.9658933,1,Trivedi Hospital,Gujarat,Kachchh
"29.588, 76.124",29.587566,76.1238545,1,Shanti Simriti Eye And General Hospital,Haryana,Jind
"29.59, 77.369",29.5900771,77.3688513,1,Akshat Seva Sadan,Bihar,Patna
"29.691, 76.992",29.6911901,76.9916675,1,Virmani Ayurveda Panchkarma Chikitsakyam Holyayu,Haryana,Karnal
"29.696, 76.991",29.6956184,76.9914875,1,Karnal Nursing Home,Haryana,Karnal
"29.696, 77.006",29.6957862,77.0057059,1,Singla Children and Maternity Hospital,Haryana,Karnal
"29.703, 76.993",29.7025136,76.993243,1,City Orthopaedic Hospital / City Orthopadic and Trauma Hospital,Haryana,Karnal
"29.704, 76.996",29.7037023,76.9958644,1,Kakkar Eye Hospital /Kakar Eye Hospital,Haryana,Karnal
"29.718, 75.899",29.7180117,75.8988914,1,Bhatia Nursing Home,Haryana,Fatehabad
"29.806, 76.411",29.8060396,76.4107365,1,Jindal Child Care And Laboratory,Haryana,Kaithal
"29.808, 76.424",29.8082596,76.4244916,1,Sakthi Kerala Ayurvedic Treatment Centre,Haryana,Faridabad
"29.816, 76.415",29.8163036,76.4151866,1,Gupta Aankho Ka Aspatal,Haryana,Kaithal
"29.839, 76.93",29.8390474,76.9304107,1,Parnami Nursing Home,Haryana,Karnal
"29.864, 77.882",29.8635857,77.8824892,1,Dr. K.D's Eye Hospital,Jammu and Kashmir,Jammu
"29.884, 76.621",29.884133,76.621062,1,Aarya Spiral Ct Scan Centre,Haryana,Kaithal
"29.904, 73.877",29.9038399,73.8771901,1,North Side Health Centre,Karnataka,Bengaluru Urban
"29.918, 77.414",29.917512,77.4142541,1,Om Multi Speciality Hospital,Gujarat,Vadodara
"29.921, 73.884",29.9205412,73.8841725,1,Luthra Clinic,Haryana,Karnal
"29.958, 76.881",29.9575988,76.8811255,1,Agarwal Nursing Home,Haryana,Kurukshetra
"29.964, 76.911",29.9642538,76.9114727,1,Kurukshetra Nursing Home / Kurushetra Nursing Home,Haryana,Kurukshetra
"29.967, 74.699",29.9669041,74.6991836,1,Singla Maternity and Nursing Home,Haryana,Sirsa
"29.967, 76.876",29.9667311,76.87642,1,Atul Clinic,Haryana,Kurukshetra
"29.97, 76.874",29.9702709,76.8736988,1,Tagore Hospital,Haryana,Karnal
"29.971, 76.838",29.9706785,76.8382204,1,Ahuja Hospital,Haryana,Kurukshetra
"29.981, 76.589",29.9814167,76.5892774,1,Bandlas Nursing Home,Haryana,Kurukshetra
"29.982, 76.586",29.9819627,76.5860662,1,Saraswati Mission Hospital / Saraswati Polyclinic Hospital and Diagnostic Centre,Haryana,Kurukshetra
"29.996, 77.049",29.9957531,77.048798,1,Saini Children Hospital,Haryana,Kurukshetra
"30.0, 75.394",29.9995069,75.3936808,1,Parmar's Hospital,Gujarat,Gandhinagar
"30.027, 77.149",30.0271643,77.149294,1,Rama Nursing Home,Haryana,Yamunanagar
"30.087, 78.268",30.0869281,78.2676116,1,Shivam Eye Hospital,Maharashtra,Nashik
"30.089, 76.547",30.0885435,76.5474705,1,Saraswati Mission Hospital,Haryana,Kurukshetra
"30.133, 77.28",30.1325177,77.2801274,1,Friends Integrated Hospital,Haryana,Yamunanagar
"30.135, 77.252",30.1348304,77.2520067,1,Rajan Hospital,Haryana,Yamunanagar
"30.135, 77.293",30.1352524,77.293257,1,Mahajan Hospital,Haryana,Yamunanagar
"30.14, 74.195",30.1397227,74.1950513,1,Dr. Ramjass Hospital,Haryana,Rewari
"30.142, 77.312",30.1420443,77.3123396,1,Esi Hospital,Haryana,Yamunanagar
"30.16, 77.306",30.1596868,77.3058962,1,Mahendra Hospital / Mahendru Hospital,Haryana,Yamunanagar
"30.17, 77.287",30.1702088,77.2865519,1,Aarogyam Hospital,Haryana,Yamunanagar
"30.17, 77.294",30.1701226,77.293719,1,Civil Hospital,Haryana,Yamunanagar
"30.171, 77.298",30.1707269,77.2981795,1,Dua Nursing Home,Haryana,Yamunanagar
"30.222, 77.026",30.2221646,77.0255008,1,V.K. Clinic,Haryana,Ambala
"30.243, 77.358",30.2430239,77.358284,1,Kapoor General and Maternity Hospital,Haryana,Yamunanagar
"30.25, 77.046",30.2503965,77.046211,1,Mukhi Hospital and Nursing Home Pvt. Ltd.,Haryana,Sonipat
"30.261, 77.35",30.2605444,77.3497581,1,Tilak Raj Chhabra Memorial Hospital,Haryana,Yamunanagar
"30.289, 78.055",30.2886168,78.0552088,1,Sristi Hospitals And Research Centre Pvt Ltd,Assam,Dibrugarh
"30.315, 78.036",30.3145962,78.0357476,1,Popular Nursing Home,Andhra Pradesh,Chittoor
"30.334, 76.838",30.3339584,76.8381251,1,Mk Datta Hospital,Haryana,Ambala
"30.334, 76.859",30.3335638,76.8591235,1,Abhenil Hospital,Haryana,Ambala
"30.337, 76.867",30.3365412,76.8672924,1,Dhawan Orthopadicand Fracture Hospital,Haryana,Ambala
"30.338, 76.86",30.338166,76.8597168,1,Madukhar Bharti Hospital,Haryana,Ambala
"30.34, 76.841",30.3399546,76.8414649,1,Kos Hospital -  Cantt,Haryana,Ambala
"30.34, 76.846",30.3403754,76.8460473,1,Garg Maternity and Nursing Home,Haryana,Ambala
"30.341, 78.023",30.3411426,78.0229465,1,Syamala Clinic and Maternity Research Centre,Bihar,Patna
"30.342, 76.843",30.34215,76.8432635,1,Khuranas Hospital,Haryana,Ambala
"30.345, 76.36",30.3452968,76.3602026,1,B K Neurocare Hospital,Haryana,Hisar
"30.346, 76.866",30.3463249,76.8660555,1,Aneja Hospital and Nursing Home,Haryana,Ambala
"30.349, 76.833",30.3494594,76.8328363,1,Sharma Eye,Haryana,Ambala
"30.354, 76.772",30.3540599,76.7722444,1,Moga Nursing Home,Haryana,Faridabad
